Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,miss.pahia,2021-04-24T22:05:21Z,1,,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,miss.pahia,2021-04-24T22:05:21Z,1,,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,miss.pahia,2021-04-24T22:05:21Z,1,,60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,miss.pahia,2021-04-24T22:05:21Z,-1,Gosto deles mas essa é meio pombo,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,miss.pahia,2021-04-24T22:05:21Z,-1,"Adorei, nota zero",60808b47308bb700227a2bf2
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,miss.pahia,2021-04-24T22:05:21Z,1,,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,miss.pahia,2021-04-24T22:05:21Z,2,"Bem bolado, bem bolado...",60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,miss.pahia,2021-04-24T22:05:21Z,1,Dei bosta pra outra música da Pussycat mas essa eu curtchy.,60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,miss.pahia,2021-04-24T22:05:21Z,4,"Quando vi os 6 minutos quis matar o colega, mas superei o preconceito e no final tava lavando a louça e rebolando a raba. Minha favorita da playlist.",60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,miss.pahia,2021-04-24T22:05:21Z,-1,Música de fundo da C&A,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,12146171815,2021-04-24T20:14:01Z,2,Era minha primeira opção! esse comeback foi tudo!!,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,12146171815,2021-04-24T20:14:01Z,2,Eu amo demais essa música!!!,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,12146171815,2021-04-24T20:14:01Z,2,A MELHOR DELA!!!,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,12146171815,2021-04-24T20:14:01Z,-1,Acho chatinha,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,12146171815,2021-04-24T20:14:01Z,1,HINO!!!,60808b47308bb700227a2bf2
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,12146171815,2021-04-24T20:14:01Z,1,Boa!,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,12146171815,2021-04-24T20:14:01Z,1,Única que conheço dela porém PERFEITA!!,60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,12146171815,2021-04-24T20:14:01Z,1,Tudo! ,60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,12146171815,2021-04-24T20:14:01Z,-1,meu deus essa música é pessima hahahaha,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,12146171815,2021-04-24T20:14:01Z,1,Demorei a gostar mas quando gostei amei,60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,12146171815,2021-04-24T20:14:01Z,-1,Achei esse comeback extremamente fraco,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,-1,"Não sabia que o comeback tinha sido com essa, mostrando que não houve relevância pra mim",60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,0,Única single bonzinho da era.,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,4,Foi minha segunda opção ,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,1,Estava tendo uma discussão no twitter esses dias desse álbum não ser um comeback e sim o Circus. Eu que vivi digo que esse foi e essa música foi BOOM mas não acho o álbum tão bom quanto seu sucessor.,60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,1,,60808b47308bb700227a2bf2
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,-1,Não me tocou,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,-1,Já falei que não gosto dessa música?,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,3,Esse comeback é incrível ,60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,1,Só quem viveu sabe,60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,0,Não acho uma boa música da banda,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,0,Engraçado que não me marcou tanto como um grande comeback,60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,225u5rt6x6gyaesziy4u7dloi,2021-04-24T16:40:05Z,1,Eu ouvi tanto que cansei. Mas é uma das que mais representa o tema,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,1,,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,2,Nós estamos todos acorrentados ao ritmo?,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,1,,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,1,,60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,-2,,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,3,"Quando três corações porque lembro dessa música em Elite Beat Agents, um dos meus jogos de ritmo favoritos.",60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,1,,60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,1,"Não sabia que essa música era de comeback, mas ok",60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,-1,"muito chata e repetitiva. Quando achei que ia acabar, ela continua",60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-24T15:21:01Z,1,"Já enjoei, mas ganha coração",60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,1,Amei essa escolha. ,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,-1,Gente. Mas no Witness ela tava fazendo tour direto.  ,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,2,Ouvia muito essa música!!,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,2,A gente com saudades da fase In The Zone e aí vem Blackout,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,-1,Amo essa música mas o hiato dela vem depois. ,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,-1,É com dor no coração que ganha Meu cocozito. Na minha opinião ela tava ativa. ,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,1,,60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,4,Eu sou super fã de No Doubt então leva todos os meus corações. Inclusive o meu. ,60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,bsf19p2sjsugrfay2ziuj8gyt,2021-04-24T01:01:17Z,1,Super no tema. ,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,12170704468,2021-04-24T01:00:11Z,2,,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,12170704468,2021-04-24T01:00:11Z,-1,"O álbum pós hiato foi ""Smile"". Não considero pq essa música foi do álbum pre hiato",60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,12170704468,2021-04-24T01:00:11Z,1,,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,12170704468,2021-04-24T01:00:11Z,-1,"Álbum pré hiato, não considero",60808b47308bb700227a2bf2
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,12170704468,2021-04-24T01:00:11Z,3,,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,12170704468,2021-04-24T01:00:11Z,-1,"Com dor no coração, mas não teve comeback",60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,12170704468,2021-04-24T01:00:11Z,2,,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,12170704468,2021-04-24T01:00:11Z,3,,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,r_rob,2021-04-24T00:25:38Z,-1,,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,r_rob,2021-04-24T00:25:38Z,3,,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,r_rob,2021-04-24T00:25:38Z,4,,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,r_rob,2021-04-24T00:25:38Z,4,,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,r_rob,2021-04-24T00:25:38Z,-1,,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,r_rob,2021-04-24T00:25:38Z,-1,,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,matheusfernal,2021-04-23T21:03:29Z,0,"Sim foi um comeback, mas não liguei pra música. Até daria algum coração por aderir mas não tenho mais pois foram pouquíssimos. Reclame com Bruno",60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,matheusfernal,2021-04-23T21:03:29Z,-1,Nunca ouvi falar de interrupção na carreira dela,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,matheusfernal,2021-04-23T21:03:29Z,-1,Melhor música da playlist porém não adere meu critério de comeback,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,matheusfernal,2021-04-23T21:03:29Z,-1,Não gosto dessa música ,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,matheusfernal,2021-04-23T21:03:29Z,1,"Saiu do flop pra voltar pro maior. Que dó. Toma um coração pq eu lembro da expectativa que foi o grande retorno apesar dela nunca ter falado que tinha parado, até o nome Lotus tem a ver com isso",60808b47308bb700227a2bf2
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,matheusfernal,2021-04-23T21:03:29Z,3,"Sim, muito comeback. Ganhou!",60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,matheusfernal,2021-04-23T21:03:29Z,0,"O filho dela morreu, mas houve expectativa que ela parasse? Não sei...",60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,matheusfernal,2021-04-23T21:03:29Z,2,Outro comeback real oficial e tb foi uma música que gostei bastante. ,60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,matheusfernal,2021-04-23T21:03:29Z,0,"Foi um mini comeback, pq apesar da menina que saiu não lembro se houve hiato ou notícia do grupo acabar",60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,matheusfernal,2021-04-23T21:03:29Z,2,Eh foi comeback. A Gwen tava na carreira solo antes desse,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,matheusfernal,2021-04-23T21:03:29Z,1,"Blza, ela gravou Rose Ave nesse meio tempo",60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,matheusfernal,2021-04-23T21:03:29Z,2,É um comeback real oficial,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,leide_mc,2021-04-23T14:34:31Z,2,,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,leide_mc,2021-04-23T14:34:31Z,2,,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,leide_mc,2021-04-23T14:34:31Z,1,,60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,leide_mc,2021-04-23T14:34:31Z,2,,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,leide_mc,2021-04-23T14:34:31Z,2,,60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,leide_mc,2021-04-23T14:34:31Z,1,,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,leide_mc,2021-04-23T14:34:31Z,-1,,60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,leide_mc,2021-04-23T14:34:31Z,-1,,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,leide_mc,2021-04-23T14:34:31Z,-1,,60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,leide_mc,2021-04-23T14:34:31Z,1,,60808b47308bb700227a2bf2
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,2,"esse album é incrível, e essa música consegue ser melhor que a outra que breno colocou umas rodadas atrás, to amando <3",60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,1,uma pena que o resto do album não seguiu a linha desse comeback excelente e foi um flop completo kkkkkkk,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,0,"qualquer primeiro single de album da lorde é um comeback, visto que ela demora uma eternidade entre um e outro xD",60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,-1,"isso é claramente um comeback, especialmente pra quem acompanhou essa fase de britney, mas eu simplesmente não gosto dessa música e acho over-overestimated AUHAUHAUHA",60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,1,outra surpresa boa nessa rodada <3,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,1,"FUCK your body, pra que fique bem claro, ícone",60808b47308bb700227a2bf2
spotify:track:2goLsvvODILDzeeiT4dAoR,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,1,,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,2,"eu nunca gostei de jonas brothers antes desse retorno, mas a partir dessa música gosto de todas xD",60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,-2,"i'm so sorry, mas isso pra mim não é comeback não rs",60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,1,surpresa boa da playlist que eu não conhecia <3,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,22mfwjofcaij3ecw3rmdvqs3y,2021-04-23T00:22:06Z,2,"comeback bombástico e maravilhoso, inclusive com clipe incrível e emocionante, daquele jeito que a p!nk sabe fazer tão bem",60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,1,,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,1,,60808b47308bb700227a2bf2
spotify:track:6ic8OlLUNEATToEFU3xmaH,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,1,,60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,1,,60808b47308bb700227a2bf2
spotify:track:2pmtavvgqZN52EePYxutgk,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,-1,,60808b47308bb700227a2bf2
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,-1,,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,3,,60808b47308bb700227a2bf2
spotify:track:21pySLskKIKrhDziCX5ojQ,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,1,,60808b47308bb700227a2bf2
spotify:track:0Qh38w01QRXK6KHIv0e3hb,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,3,,60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,22evpvr2cw66zzkzvdaq2hxny,2021-04-23T00:03:43Z,-1,,60808b47308bb700227a2bf2
spotify:track:7qvxFz3JodM0A7xEM7k3YD,fctaboada,2021-04-23T00:01:35Z,-1,,60808b47308bb700227a2bf2
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,fctaboada,2021-04-23T00:01:35Z,4,,60808b47308bb700227a2bf2
spotify:track:62BxlOvQCjLNQA5ARA4Dug,fctaboada,2021-04-23T00:01:35Z,3,,60808b47308bb700227a2bf2
spotify:track:22vgEDb5hykfaTwLuskFGD,fctaboada,2021-04-23T00:01:35Z,-1,,60808b47308bb700227a2bf2
spotify:track:0Rh1fcnWLMty7o2MU7PkME,fctaboada,2021-04-23T00:01:35Z,4,,60808b47308bb700227a2bf2
spotify:track:0GWYApQBwErVPkyXYCTJjI,fctaboada,2021-04-23T00:01:35Z,-1,,60808b47308bb700227a2bf2
spotify:track:7yFfbiuDp0BbfnN3P1beN1,leide_mc,2021-04-28T22:01:46Z,3,,608501f173dd0300235b12e2
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,leide_mc,2021-04-28T22:01:46Z,2,,608501f173dd0300235b12e2
spotify:track:4l7YIni9bAiGwWMqK5wvgV,leide_mc,2021-04-28T22:01:46Z,2,,608501f173dd0300235b12e2
spotify:track:3zK3kzz1U8KEa8v9Kj8hu8,leide_mc,2021-04-28T22:01:46Z,1,,608501f173dd0300235b12e2
spotify:track:3pUWV5hvXsI9diJ9TeNeCh,leide_mc,2021-04-28T22:01:46Z,1,,608501f173dd0300235b12e2
spotify:track:3NjEZ08bWZUZWGGLRjFHoZ,leide_mc,2021-04-28T22:01:46Z,2,,608501f173dd0300235b12e2
spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,leide_mc,2021-04-28T22:01:46Z,-1,,608501f173dd0300235b12e2
spotify:track:21RRhjnMsrvQpeQ10ptSBZ,leide_mc,2021-04-28T22:01:46Z,-1,,608501f173dd0300235b12e2
spotify:track:1pneXwGzRiIGUC7TjZtLgz,leide_mc,2021-04-28T22:01:46Z,-1,,608501f173dd0300235b12e2
spotify:track:7yFfbiuDp0BbfnN3P1beN1,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,-1,,608501f173dd0300235b12e2
spotify:track:7mS8RbJji2UZAaguRGsOCH,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,1,,608501f173dd0300235b12e2
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,3,Só porque eu amo essa música ,608501f173dd0300235b12e2
spotify:track:4l7YIni9bAiGwWMqK5wvgV,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,2,,608501f173dd0300235b12e2
spotify:track:3pUWV5hvXsI9diJ9TeNeCh,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,-1,Nah,608501f173dd0300235b12e2
spotify:track:3G0ENKW9vzV0SuYKaWFflI,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,-1,"Que música ruim, misericórdia",608501f173dd0300235b12e2
spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,1,,608501f173dd0300235b12e2
spotify:track:21RRhjnMsrvQpeQ10ptSBZ,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,2,,608501f173dd0300235b12e2
spotify:track:1pneXwGzRiIGUC7TjZtLgz,zjyemjcg33i8ho5sj0ofmi8j4,2021-04-28T16:25:12Z,2,Eu escutava essa música exaustivamente na Lan House,608501f173dd0300235b12e2
spotify:track:7yFfbiuDp0BbfnN3P1beN1,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,0,"Não sou fã, mas até que essa não é ruim",608501f173dd0300235b12e2
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,1,Surpreso que foi a única do álbum aqui. Se tivesse colocado end game teria dado 4 corações ,608501f173dd0300235b12e2
spotify:track:5PZH6m0d5JfpsnK1aAnK9g,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,0,"É a minha favorita das três da Alanis na playlist. Talvez se só tivesse ela ganharia corações meus, mas os outros amiguinhos acabaram te prejudicando",608501f173dd0300235b12e2
spotify:track:4l7YIni9bAiGwWMqK5wvgV,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,-1,,608501f173dd0300235b12e2
spotify:track:3zK3kzz1U8KEa8v9Kj8hu8,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,1,Queria tanto ter ido no show dela. Escutar essa aqui agora deu uma tristeza,608501f173dd0300235b12e2
spotify:track:3pUWV5hvXsI9diJ9TeNeCh,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,0,"Não sou fã da banda, sorry",608501f173dd0300235b12e2
spotify:track:3NjEZ08bWZUZWGGLRjFHoZ,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,2,"Amo demaaaaais. É uma das minhas favoritas da Ana. Adoro como ela fala ""Lucineide, Luciana""",608501f173dd0300235b12e2
spotify:track:3G0ENKW9vzV0SuYKaWFflI,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,-2,Cansei da música antes do primeiro refrão ,608501f173dd0300235b12e2
spotify:track:2moHnkHTSXBe9KjvPSQJvg,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,4,,608501f173dd0300235b12e2
spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,0,Não é uma das minhas favoritas dela e infelizmente ter várias dela na playlist prejudicou um pouco,608501f173dd0300235b12e2
spotify:track:21RRhjnMsrvQpeQ10ptSBZ,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,2,Um clássico que ninguém conhece e merece seu reconhecimento,608501f173dd0300235b12e2
spotify:track:1pneXwGzRiIGUC7TjZtLgz,225u5rt6x6gyaesziy4u7dloi,2021-04-28T16:20:20Z,1,Nome de álbum bem longo e nunca tinha reparado que aparecia nessa música ,608501f173dd0300235b12e2
spotify:track:7yFfbiuDp0BbfnN3P1beN1,miss.pahia,2021-04-28T08:02:05Z,-1,Sobrou um cocô...,608501f173dd0300235b12e2
spotify:track:7mS8RbJji2UZAaguRGsOCH,miss.pahia,2021-04-28T08:02:05Z,1,,608501f173dd0300235b12e2
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,miss.pahia,2021-04-28T08:02:05Z,1,Bruno? ,608501f173dd0300235b12e2
spotify:track:5PZH6m0d5JfpsnK1aAnK9g,miss.pahia,2021-04-28T08:02:05Z,1,,608501f173dd0300235b12e2
spotify:track:3zK3kzz1U8KEa8v9Kj8hu8,miss.pahia,2021-04-28T08:02:05Z,1,Música de fundo pra malhar na smartfit ,608501f173dd0300235b12e2
spotify:track:3pUWV5hvXsI9diJ9TeNeCh,miss.pahia,2021-04-28T08:02:05Z,-1,,608501f173dd0300235b12e2
spotify:track:3NjEZ08bWZUZWGGLRjFHoZ,miss.pahia,2021-04-28T08:02:05Z,2,"Em geral não curto Ana Carolina mas essa achei interessante, gostei do ritmo...",608501f173dd0300235b12e2
spotify:track:3G0ENKW9vzV0SuYKaWFflI,miss.pahia,2021-04-28T08:02:05Z,1,Sei lá me deu uma nostalgia não sei nem de quê.,608501f173dd0300235b12e2
spotify:track:2moHnkHTSXBe9KjvPSQJvg,miss.pahia,2021-04-28T08:02:05Z,2,Gemidão do ZAP gourmet,608501f173dd0300235b12e2
spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,miss.pahia,2021-04-28T08:02:05Z,1,,608501f173dd0300235b12e2
spotify:track:21RRhjnMsrvQpeQ10ptSBZ,miss.pahia,2021-04-28T08:02:05Z,-1,Muito pau mole,608501f173dd0300235b12e2
spotify:track:1pneXwGzRiIGUC7TjZtLgz,miss.pahia,2021-04-28T08:02:05Z,1,Legalzinha apesar de eu já ter enjoado...,608501f173dd0300235b12e2
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,matheusfernal,2021-04-27T15:34:03Z,-2,Essa música eh meio besta e até eu consigo meter Reputation numa letra,608501f173dd0300235b12e2
